"","score","text"
"102",0,"#KanhaiyaKumar <U+0914><U+0930> #Kejriwal <U+092E><U+0947><U+0902> <U+092C><U+0939><U+0941><U+0924> <U+0938><U+092E><U+093E><U+0928><U+094D><U+092F><U+0924><U+093E> <U+0939><U+0948> 
<U+090F><U+0915> <U+0915><U+0940> <U+091C><U+0947><U+0932> <U+092E><U+0947><U+0902> <U+092A><U+0947><U+0902><U+091F>  <U+091B><U+0942><U+091F> <U+0917><U+0908> <U+0925><U+0940> 
<U+0926><U+0942><U+0938><U+0930><U+0947> <U+0915><U+0947> <U+092A><U+0947><U+0902><U+091F> <U+0928><U+0939><U+0940><U+0902> <U+0938><U+0902><U+092D><U+0932> <U+0930><U+0939><U+0940> https://t.co/TjC3wUvpor"
"103",0,"Budget 20 over aur 200 run ka tha, humne17 over aur 98 mein kar diya : kejriwal
#IPL2016 #DDvsKKR #Kejriwal #imandarsarkar"
"104",-4,"Odd #Kejriwal <U+0915><U+0947> Odd <U+0907><U+0936><U+093E><U+0930><U+0947> 
1 = odd
5 = odd https://t.co/qPQ4pkUoOj"
"105",1,"In short #Delhi is not doing good in any aspects.
#IPL2016 #Kejriwal"
"106",0,"@thekiranbedi  1st let them act against non-performing CM candidates. Thanks for delivering to us #Kejriwal. Of all ppl."
"107",-1,"RT @DrGarekar: #Kejriwal has announced <U+0938><U+091C><U+093E><U+090F> <U+092E><U+094C><U+0924> for Vedprakash of #AamAadmiSena for inaccurate delivery of hurled shoe,wasting all efforts…"
"108",0,"#KKRvDD Delhi daredevil below 100 ..... Hummmm... #Kejriwal has saved lot of efforts by not making much #KKRvDD"
"109",0,"#Kejriwal <U+091C><U+0942><U+0924><U+093E> <U+092A><U+0921><U+093C><U+0928><U+0947> <U+0915><U+0947> <U+0938><U+093E><U+0925> <U+0939><U+0940> <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+0915><U+093E> <U+0905><U+092C> <U+0924><U+0915> <U+091F><U+094B><U+091F><U+0932> <U+0938><U+094D><U+0915><U+094B><U+0930> <U+0939><U+0948> -

<U+091C><U+0942><U+0924><U+093E> - 2 <U+092C><U+093E><U+0930> 
<U+0925><U+092A><U+094D><U+092A><U+0921><U+093C> - 3 <U+092C><U+093E><U+0930>
<U+0918><U+0942><U+0901><U+0938><U+093E> - 1 <U+092C><U+093E><U+0930>
<U+0905><U+0902><U+0921><U+0947> - 3 <U+092C><U+093E><U+0930>
<U+0938><U+094D><U+092F><U+093E><U+0939><U+0940> - 2 <U+092C><U+093E><U+0930>"
"110",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"111",-2,"DD players protesting the Delhi govt ruling by having an odd outing on an even day

#IPL2016 #IPL9 #DDvsKKR #KKRvDD #OddEven #Kejriwal"
"112",0,"@DelhiDaredevils 100 sein bhi kam..
#Kejriwal ji..jo shoe aapka mara tha..ussi ko is team ko maaro"
"113",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"114",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"115",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"116",0,"RT @sunnydixit007: <U+0905><U+092C> <U+0907><U+0938> #IPL <U+092E><U+0947><U+0902> <U+092D><U+0940> <U+0905><U+0932><U+094D><U+092A><U+0938><U+0902><U+0916><U+094D><U+092F><U+0915><U+094B> <U+0915><U+094B> <U+0905><U+0928><U+0926><U+0947><U+0916><U+093E> <U+0915><U+093F><U+092F><U+093E> <U+091C><U+093E> <U+0930><U+0939><U+093E> <U+0939><U+0948>, <U+0939><U+092E> <U+0926><U+093F><U+0932><U+094D><U+0932><U+0940> <U+0935><U+093E><U+0932><U+094B> <U+0915><U+094B> <U+091B><U+094B><U+0921><U+093C><U+0915><U+0930> <U+0914><U+0930> <U+0915><U+093F><U+0938><U+0940> <U+091F><U+0940><U+092E> <U+0928><U+0947> <U+0905><U+0932><U+094D><U+092A><U+0938><U+0902><U+0916><U+094D><U+092F><U+0915> <U+0915><U+094B> <U+0915><U+092A><U+094D><U+0924><U+093E><U+0928> <U+0928>…"
"117",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"118",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"119",0,"@coolfunnytshirt Meanwhile #Kejriwal is about to file a case plus another Dharna for copyrights violations. 
https://t.co/GOZ8EAnjee"
"120",0,"RT @sunnydixit007: <U+0905><U+092C> <U+0907><U+0938> #IPL <U+092E><U+0947><U+0902> <U+092D><U+0940> <U+0905><U+0932><U+094D><U+092A><U+0938><U+0902><U+0916><U+094D><U+092F><U+0915><U+094B> <U+0915><U+094B> <U+0905><U+0928><U+0926><U+0947><U+0916><U+093E> <U+0915><U+093F><U+092F><U+093E> <U+091C><U+093E> <U+0930><U+0939><U+093E> <U+0939><U+0948>, <U+0939><U+092E> <U+0926><U+093F><U+0932><U+094D><U+0932><U+0940> <U+0935><U+093E><U+0932><U+094B> <U+0915><U+094B> <U+091B><U+094B><U+0921><U+093C><U+0915><U+0930> <U+0914><U+0930> <U+0915><U+093F><U+0938><U+0940> <U+091F><U+0940><U+092E> <U+0928><U+0947> <U+0905><U+0932><U+094D><U+092A><U+0938><U+0902><U+0916><U+094D><U+092F><U+0915> <U+0915><U+094B> <U+0915><U+092A><U+094D><U+0924><U+093E><U+0928> <U+0928>…"
"121",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"122",0,"Haha! #Kejriwal https://t.co/VNLu0rholb"
"123",0,"RT @varunmiglani1: <U+092E><U+0948><U+0902> <U+0915><U+092D><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> security <U+0928><U+0939><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0918><U+0930> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0917><U+093E><U+0921><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
#Kejriwal 
@ajaymaken @MaswoodZ https://t.co/q…"
"124",0,"Heard that VedPrakash, who has thrown shoe on #Kejriwal was eating #RajshriPanMasala kyuki swad me soch hai. #KejriShoeAttack"
"125",0,"RT @varunmiglani1: <U+092E><U+0948><U+0902> <U+0915><U+092D><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> security <U+0928><U+0939><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0918><U+0930> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0917><U+093E><U+0921><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
#Kejriwal 
@ajaymaken @MaswoodZ https://t.co/q…"
"126",0,"RT @varunmiglani1: <U+092E><U+0948><U+0902> <U+0915><U+092D><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> security <U+0928><U+0939><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0918><U+0930> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0917><U+093E><U+0921><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
#Kejriwal 
@ajaymaken @MaswoodZ https://t.co/q…"
"127",0,"RT @varunmiglani1: <U+092E><U+0948><U+0902> <U+0915><U+092D><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> security <U+0928><U+0939><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0918><U+0930> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0917><U+093E><U+0921><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
#Kejriwal 
@ajaymaken @MaswoodZ https://t.co/q…"
"128",0,"RT @varunmiglani1: <U+092E><U+0948><U+0902> <U+0915><U+092D><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> security <U+0928><U+0939><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0918><U+0930> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0917><U+093E><U+0921><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
#Kejriwal 
@ajaymaken @MaswoodZ https://t.co/q…"
"129",0,"Send #Kejriwal to London please.  https://t.co/NkM3W1vgJj"
"130",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"131",0,"@DrGarekar but both #NitishKumar &amp; #Kejriwal would not be able to match even the shadow of #NarendraModi !"
"132",0,"RT @varunmiglani1: <U+092E><U+0948><U+0902> <U+0915><U+092D><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> security <U+0928><U+0939><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0918><U+0930> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0917><U+093E><U+0921><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
#Kejriwal 
@ajaymaken @MaswoodZ https://t.co/q…"
"133",0,"SHER Marne Nikle Thea Marti Nahi BILLI, Khansi Theek Hoti Nahi Theek Karenge Delhi #Kejriwal
#<U+0925><U+0942><U+0925><U+0942>_<U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932>"
"134",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"135",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"136",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"137",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"138",0,"For some reasons #Kejriwal is trending for few days"
"139",0,"AkaliDal says #Kejriwal is #IndiraGandhi for Sikhs; ""she attacked GoldenTemple, he #Sisganj""
https://t.co/KANvGcT0CC https://t.co/xUcglhdWzU"
"140",0,"AkaliDal says #Kejriwal is #IndiraGandhi for Sikhs; ""she attacked GoldenTemple, he #Sisganj""
https://t.co/pCBDzadhSO https://t.co/Z6qmVjZUWp"
"141",0,"AkaliDal says #Kejriwal is #IndiraGandhi for Sikhs; ""she attacked GoldenTemple, he #Sisganj""
https://t.co/KANvGcT0CC https://t.co/a42PnYkt0U"
"142",0,"AkaliDal says #Kejriwal is #IndiraGandhi for Sikhs; ""she attacked GoldenTemple, he #Sisganj""
https://t.co/pCBDzadhSO https://t.co/FYbjR3iKoa"
"143",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"144",0,"@_YogendraYadav #Kejriwal  se pichwade pe lat kha k pet nahi bhra.."
"145",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"146",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"147",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"148",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"149",0,"The story of two tomcats and butter #Kejriwal and #NitishKumar but fact is this is reverie https://t.co/aALkWLyYnZ"
"150",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"151",1,"RT @AmerPadma: #WakeUpIndia #naklipatrakar made a zero #KanhaiyaKumar into celeb just like #Presstitutes created #Kejriwal   https://t.co/g…"
"152",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"153",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"154",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"155",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"156",0,"RT @SACHKAHOON: #BreakingNews  <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+0915><U+0940> <U+092A><U+094D><U+0930><U+0947><U+0938> <U+0915><U+0949><U+0928><U+094D><U+092B><U+094D><U+0930><U+0947><U+0902><U+0938> <U+092E><U+0947><U+0902> <U+0939><U+0917><U+093E><U+092E><U+093E>- <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0940><U+0915><U+093E> <U+0917><U+092F><U+093E> #kejriwal #Delhi #DelhiGovt"
"157",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"158",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"159",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"160",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"161",0,"RT @DrGarekar: Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities…"
"162",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"163",0,"Fight is on between #Kejriwal &amp; #NitishKumar to become next PM material,they have started appeasement policy for Minorities &amp; OtherCastes"
"164",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"165",-1,"#DelhiEarthquake #AAP #Modi maybe it was god's reminder that Delhi elected wrong govt. #Kejriwal #BengalPolls"
"166",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"167",0,"RT @varunmiglani1: <U+092E><U+0948><U+0902> <U+0915><U+092D><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> security <U+0928><U+0939><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0918><U+0930> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0917><U+093E><U+0921><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
#Kejriwal 
@ajaymaken @MaswoodZ https://t.co/q…"
"168",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"169",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"170",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"171",-1,"RT @DrGarekar: #NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Gov…"
"172",-1,"#NitishKumar is more dangerous than #Kejriwal who is playing ReservationFactor to his advantage,more ReservationQuota in Govt,and in private"
"173",-1,"#earthquake #Kollam #PathankotAttack #Malda #JNU #KolkataFlyOver #NITSrinagar #DelhiHitAndRun #Kejriwal
Seems 2015-16 is unlucky for India."
"174",0,"RT @varunmiglani1: <U+092E><U+0948><U+0902> <U+0915><U+092D><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> security <U+0928><U+0939><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0918><U+0930> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0917><U+093E><U+0921><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
#Kejriwal 
@ajaymaken @MaswoodZ https://t.co/q…"
"175",0,"RT @varunmiglani1: <U+092E><U+0948><U+0902> <U+0915><U+092D><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> security <U+0928><U+0939><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0918><U+0930> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0917><U+093E><U+0921><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
#Kejriwal 
@ajaymaken @MaswoodZ https://t.co/q…"
"176",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"177",-1,"@msisodia @tinucherian  how much files are. Missed ?? And Arun jetli when he will b behind bars?? #Kejriwal file founder"
"178",0,"As per #Kejriwal govt this time cars carrying students in uniform are exempt.

But how will car come back after dropping the students !!"
"179",0,"#aap #Kejriwal talks more of #NarendraModi than about themselves. That's true cos aap does nothing to talk about.. #aapfrauds"
"180",0,"<U+092E><U+0948><U+0902> <U+0915><U+092D><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> security <U+0928><U+0939><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0918><U+0930> <U+0932><U+0942><U+0901><U+0917><U+093E>
<U+0928><U+093E> <U+0938><U+0930><U+0915><U+093E><U+0930><U+0940> <U+0917><U+093E><U+0921><U+0940> <U+0932><U+0942><U+0901><U+0917><U+093E>
#Kejriwal 
@ajaymaken @MaswoodZ https://t.co/qhfEOMrQJX"
"181",0,"RT @DrGarekar: we have already changed ours..from #SoniaGandhi to #Modi....who is Reborn #JesusChrist...ask #Pakistan or #Kejriwal https://…"
"182",-1,"RT @DrGarekar: #Kejriwal has announced <U+0938><U+091C><U+093E><U+090F> <U+092E><U+094C><U+0924> for Vedprakash of #AamAadmiSena for inaccurate delivery of hurled shoe,wasting all efforts…"
"183",0,"RT @DrGarekar: we have already changed ours..from #SoniaGandhi to #Modi....who is Reborn #JesusChrist...ask #Pakistan or #Kejriwal https://…"
"184",-1,"RT @DrGarekar: #Kejriwal has announced <U+0938><U+091C><U+093E><U+090F> <U+092E><U+094C><U+0924> for Vedprakash of #AamAadmiSena for inaccurate delivery of hurled shoe,wasting all efforts…"
"185",0,"RT @DrGarekar: That #BusRapist of #Delhi has been rewarded with sewing machine by #Kejriwal &amp; is Lady Tailor for high society women https:/…"
"186",0,"RT @DrGarekar: we have already changed ours..from #SoniaGandhi to #Modi....who is Reborn #JesusChrist...ask #Pakistan or #Kejriwal https://…"
"187",-1,"RT @a09ea2180ded422: @madhusudan41 
The person who threw a shoe &amp; sting CD on #Kejriwal is Ved Prakash,an #Aap worker, who is blaming Kejri…"
"188",0,"RT @DrGarekar: we have already changed ours..from #SoniaGandhi to #Modi....who is Reborn #JesusChrist...ask #Pakistan or #Kejriwal https://…"
"189",0,"RT @DrGarekar: we have already changed ours..from #SoniaGandhi to #Modi....who is Reborn #JesusChrist...ask #Pakistan or #Kejriwal https://…"
"190",0,"we have already changed ours..from #SoniaGandhi to #Modi....who is Reborn #JesusChrist...ask #Pakistan or #Kejriwal https://t.co/4WZyfmfZKU"
"191",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"192",0,"""@Akshay1Malhotra  https://t.co/nBiPihbw2H"" such a drama queen this guy is,can interchange place with @AnupamPkher I think #kejriwal"
"193",0,"Man who threw shoe at @ArvindKejriwal selected for #Rio2016 #olympictrials
""Training is nothing the will to do is everything"" #kejriwal"
"194",-1,"#Amarinder questions #Badals' dubious role on #SYL, compares it to that of #Kejriwal
https://t.co/t8SaXeAIJT https://t.co/X89fSpeGCN"
"195",-1,"#Amarinder questions #Badals' dubious role on #SYL, compares it to that of #Kejriwal
https://t.co/pqklaJD0W3 https://t.co/JWtEu7vHS3"
"196",0,"The initials are the same ... but professions got exchanged ... #AK ... Anupam &amp; #Kejriwal !!!"
"197",-1,"RT @abhilashthapli: MufflerMan - Odd Even ne dilli badal ji hai ji.
Ved Prakash - dhatt, ""JOOTA"" Kanhi ka. :P #Mufflerman #Kejriwal #OddEve…"
"198",0,"RT @DrGarekar: That #BusRapist of #Delhi has been rewarded with sewing machine by #Kejriwal &amp; is Lady Tailor for high society women https:/…"
"199",0,"RT @DrGarekar: That #BusRapist of #Delhi has been rewarded with sewing machine by #Kejriwal &amp; is Lady Tailor for high society women https:/…"
"200",-1,"#earthquake in #Delhi will #Kejriwal say opposition responsible 4 this &amp; will #BJP make any mileage out of this being at #KeralaFireTragedy"
"201",0,"That #BusRapist of #Delhi has been rewarded with sewing machine by #Kejriwal &amp; is Lady Tailor for high society women https://t.co/1Wf7JtO8Gj"
"202",-4,"RT @mandeepjhajhria: Whatsaap Killed SMS
Youtube Killed DVD
Skype Killed ISD Calls
Facebook Killed Real Life

 #RahulGandhi and #Kejriwal K…"
